word,ML,HW
unmoved,5,1
unnatural,1,0
unnecessarily,1,2
unnecessary,1,2
unnumbered,1,0
unobserved,16,1
unoccupied,4,0
unopposed,1,0
unparalleled,1,0
unpardonable,2,0
unperceived,3,0
unpleasant,2,0
unpleasing,2,0
unpowdered,1,0
unprecedented,0,1
unprincipled,2,0
unprotected,6,1
unprovoked,0,1
unpunished,2,0
unquestionably,1,1
unquiet,2,0
unravel,0,2
unravelled,1,0
unreal,1,0
unreasonable,1,0
unrefreshed,2,0
unrelenting,2,0
unremitted,3,0
unremitting,1,0
unrepented,1,0
unreprest,1,0
unrestrained,3,1
unrestricted,1,0
unreturned,1,0
unrewarded,1,0
unripped,1,0
unrivalled,1,0
unruffled,1,0
unsatisfactory,1,0
unsatisfied,4,1
unsavoury,1,0
unseemly,1,0
unshaken,1,1
unshapen,1,0
unsightly,1,0
unsolicited,1,1
unsteady,3,0
unstudied,1,0
unsuccessful,3,0
unsullied,2,0
unsupported,1,0
unsusceptible,1,0
unsuspected,2,0
unsuspecting,1,0
unsustained,1,0
untainted,2,0
untimely,2,0
untried,2,1
untrue,1,0
untruth,1,0
unused,1,0
unusual,3,1
unutterable,2,0
unveil,3,0
unveiled,3,0
unviolated,1,0
unwarily,1,0
unwarrantable,1,1
unwarranted,1,0
unwearied,2,0
unwelcome,1,0
unwell,1,0
unwholesome,1,0
unwilling,14,0
unwillingly,1,0
unwillingness,2,0
unwisely,1,0
unwitnessed,1,0
unwonted,0,1
unworthy,3,2
unwrinkled,1,0
upbraiding,0,1
updated,1,1
upper,3,1
uppermost,0,1
upright,0,1
upstairs,1,0
upwards,4,0
urged,5,3
urgency,3,0
urgent,9,3
urgently,1,0
urges,1,0
urging,1,2
ursula,22,0
usage,1,0
use,40,20
useful,0,1
useless,3,0
user,3,3
ushered,4,0
usual,24,2
usually,2,0
usurpation,0,2
usurped,2,1
usurper,0,5
ut,1,1
utensil,1,0
utmost,12,2
utter,4,7
utterance,2,0
uttered,35,8
uttering,8,0
utterly,3,0
vacancy,1,0
vacant,3,0
vagabond,1,0
vain,72,19
vales,1,0
valiant,2,1
vallies,1,0
valour,0,5
valuable,4,0
value,13,2
vanilla,2,2
vanished,2,1
vanities,0,1
vanity,13,2
vanquish,1,0
vanquished,5,0
vanquishing,1,0
vapours,5,1
variety,10,2
vase,2,0
vases,2,0
vassals,1,0
vast,2,0
vault,24,12
vaulted,6,0
vaults,25,2
vaunted,2,0
vega,1,0
vehemence,1,0
vehicle,2,0
veil,30,5
veiled,6,0
veiling,1,0
veils,3,0
vein,1,0
veins,13,3
velvet,3,0
venerable,0,4
venerate,0,2
veneration,1,1
venetian,1,1
vengeance,27,3
venial,2,0
venom,4,0
vent,1,1
vented,2,0
venting,1,0
venture,3,5
ventured,28,0
venturous,1,0
venus,2,0
veracity,1,5
verge,1,0
verify,1,0
verily,2,0
vermin,1,0
verona,1,0
verse,2,0
verses,10,0
versification,1,0
version,1,1
vespers,4,0
vessel,3,3
vestry,2,0
vexation,4,0
vexations,1,0
vexed,1,0
vi,1,0
vice,15,0
vicenza,0,9
viceroy,0,1
vices,2,0
vicious,1,1
vicissitude,0,1
victim,21,2
victims,2,0
victoria,0,3
victorious,1,0
victory,3,1
vida,1,0
vie,2,0
vied,3,0
view,14,4
viewed,2,1
viewing,2,2
views,4,6
vigilance,6,0
vigilant,2,0
vigorous,1,0
vigour,4,1
vii,1,0
viii,1,0
villa,11,0
village,12,2
villain,13,6
villainous,1,0
villains,4,0
villainy,2,1
villanegas,2,0
vincentio,2,0
vindicate,1,0
vindication,1,0
vindictive,1,0
vine,1,0
vines,1,0
violante,4,0
violate,1,0
violated,5,0
violates,1,1
violating,1,0
violation,2,0
violence,25,7
violent,28,2
violently,7,0
violets,1,0
viper,1,0
virgin,23,4
virginia,36,0
virgins,1,2
virtue,40,7
virtues,17,5
virtuous,9,15
virus,1,1
visible,11,0
visibly,2,0
vision,11,7
visionary,6,1
visions,10,3
visit,36,5
visitation,0,1
visited,9,2
visiting,4,0
visitor,8,0
visitors,2,0
visits,19,0
vivacity,7,0
vizor,2,1
vizors,0,1
vocation,0,2
vociferous,1,0
voice,119,22
voices,13,3
void,10,1
volley,1,1
volta,1,0
volume,6,0
volumes,3,0
voluntary,4,0
volunteer,1,1
volunteers,5,5
voluptuous,8,0
voluptuously,2,0
voluptuousness,3,0
vomiting,1,0
von,1,0
votaries,2,0
vow,5,3
vowed,9,5
vowing,0,1
vows,36,0
voyage,2,0
vulgar,5,2
vulnerary,0,1
vye,1,0
waded,1,0
wafts,1,0
waggon,1,0
wail,1,0
wailed,1,0
wainscotted,1,0
waist,3,0
wait,7,4
waited,39,2
waiting,21,0
waits,1,0
waive,0,1
wake,5,0
wakeful,1,0
wakened,1,0
wakes,1,0
waking,3,2
walk,7,0
walked,5,0
walking,2,1
walks,3,1
wall,14,2
walls,31,2
wan,0,1
wand,1,0
wander,3,1
wandered,9,2
wanderer,1,0
wandering,8,0
wands,0,1
want,14,11
wanted,10,4
wanting,1,0
wanton,7,1
wants,2,0
warder,0,1
warfare,1,0
warm,11,4
warmed,1,0
warmer,5,0
warmest,6,1
warmly,4,1
warmth,14,4
warn,3,2
warned,8,1
warning,3,1
warnings,1,0
warrant,5,2
warranted,1,0
warranties,3,3
warranty,2,2
warring,0,1
warrior,4,0
warriors,0,1
wary,1,0
wash,2,0
wast,0,2
waste,3,6
wasted,1,0
wastes,1,0
wasting,1,0
watch,12,4
watched,16,0
watches,1,0
watchet,0,1
watchful,1,0
watching,4,0
water,22,1
waterfall,1,0
waters,7,0
wave,2,0
waved,2,0
waves,6,0
waving,1,1
wax,2,0
waxed,0,1
waxen,1,0
way,42,19
waylay,1,0
ways,2,4
weak,13,1
weakened,3,1
weaker,2,0
weakness,17,2
weaknesses,0,1
wealth,11,2
wealthier,1,0
wealthy,2,0
weaned,0,1
weapon,3,1
weapons,1,0
wear,4,2
wearer,0,1
wearied,3,1
weariness,2,0
wearisome,1,0
wears,2,0
weary,1,2
weather,3,0
weathered,1,0
web,1,1
website,4,4
wedded,1,0
wedding,0,3
wedlock,0,1
weds,0,1
weed,0,1
weeds,1,0
week,10,0
weeks,5,0
ween,0,2
weep,7,4
weeping,3,1
weigh,3,1
weighed,3,0
weighs,1,0
weight,18,5
welcome,5,2
welcomed,2,0
welfare,1,2
wench,0,4
wenches,0,1
went,16,8
wept,8,1
west,3,1
western,4,1
whatsoever,1,1
wheeled,0,1
wheels,1,0
whereever,3,0
wherefore,5,0
whichever,1,0
whining,0,1
whip,1,0
whipt,1,0
whirl,1,0
whirled,3,0
whirls,1,0
whirring,1,0
whisk,1,0
whiskers,1,0
whisper,1,0
whispered,8,1
whispering,3,1
whispers,1,1
whistling,0,1
white,21,1
whiteness,4,0
whiter,1,0
wholesome,2,0
wholly,2,0
wicked,2,1
wicker,2,0
wicket,3,1
wide,5,0
widely,1,0
widespread,1,1
widest,2,2
widow,3,0
wield,0,1
wife,26,15
wild,23,1
wilderness,1,0
wildest,1,0
wildly,5,0
wildness,6,1
wiles,0,1
wilfully,4,0
willed,2,1
willing,3,3
willingly,6,2
willingness,1,0
willow,2,0
wilt,0,4
wily,0,1
win,2,1
wind,11,5
winding,4,1
windings,1,0
window,21,4
windows,9,3
winds,10,0
wine,5,3
wing,4,0
wings,5,0
winter,4,0
wiped,5,1
wisdom,4,0
wise,7,1
wisely,1,1
wiser,1,0
wisest,2,1
wish,45,12
wished,36,12
wishes,26,4
wishful,1,0
wishing,2,3
wistfully,1,0
wit,2,0
witch,6,0
witchcraft,3,0
witches,2,0
witching,1,0
withdraw,1,3
withdrawing,1,1
withdrawn,0,2
withdrew,17,3
wither,0,1
withered,2,0
withheld,0,1
withhold,0,1
withstand,2,0
withstood,2,0
witness,14,3
witnessed,15,0
witnesses,5,0
witnessing,4,0
wits,4,1
wives,1,1
wo,0,3
woe,5,1
woebegone,1,0
woeful,1,1
woes,4,5
woke,7,0
wolves,1,0
woman,91,16
womanish,0,2
womanly,0,1
women,23,7
won,3,0
wonder,9,2
wondered,2,0
wonderful,5,0
wonderfully,0,2
wondering,1,1
wonders,1,0
wonted,0,2
woo,1,0
wood,20,4
wooden,3,0
woods,3,0
wooed,1,0
wooing,0,1
woollen,0,1
word,32,11
words,67,39
wore,5,1
work,59,55
worked,6,0
working,1,0
workmanship,1,0
workmen,1,0
works,33,32
world,96,12
worldly,5,1
worlds,5,0
worm,2,0
worms,5,0
worn,3,1
worse,8,3
worship,2,0
worshipful,1,0
worst,5,0
worth,5,1
worthless,1,2
worthy,15,2
wouldst,2,5
wound,18,5
wounded,8,4
wounding,1,0
woundless,1,0
wounds,9,7
wrap,1,0
wrapped,13,0
wrapping,1,0
wrapt,1,2
wrath,2,11
wrathful,0,1
wrathfully,0,1
wreath,2,0
wreck,1,1
wrecks,2,0
wrenching,0,1
wrest,0,1
wrested,1,0
wresting,2,0
wretch,10,1
wretched,20,13
wretchedness,1,0
wring,0,1
wringing,1,0
wrinkled,2,0
wrinkles,1,0
wrist,1,0
write,9,0
writer,2,0
writers,0,1
writes,1,0
writing,10,5
writings,2,0
written,10,5
wrong,6,4
wrote,8,1
wrung,2,0
xi,1,0
xii,1,0
yard,3,0
yards,1,0
yawning,2,0
ye,4,21
year,8,0
yearnings,0,1
years,43,10
yellow,3,0
yes,31,21
yester,0,4
yesterday,7,3
yew,1,0
yield,10,3
yielded,8,0
yielding,6,2
yoke,1,0
yon,4,2
yonder,8,2
young,72,77
younger,2,1
youngest,4,0
youth,59,45
youthful,3,0
youths,4,1
zeal,2,4
zealous,1,0
zephyrs,2,0
zuniga,1,0
